RowID	Speaker	SpeakerInfo	Question	Topic	Text
214	RYAN	Candidate	15.0	Guns	You’re talking about in the schools. These kids are traumatized. I support all the gun reforms here. We need to start dealing with the trauma that our kids have. We need trauma-based care in every school. We need social and emotional learning in every school. Ninety percent of the shooters who do school shootings come from the school they’re in, and 73 percent of them feel shamed, traumatized, or bullied. We need to make sure that these kids feel connected to the school. That means a mental health counselor in every single school in the United States. We need to start playing offense. If our kids are so traumatized that they’re getting a gun and going into our schools, we’re doing something wrong, too, and we need reform around trauma-based care.
215	MADDOW	Moderator	15.0	Guns	Thank you, Congressman Ryan.
216	TODD	Moderator	15.0	Guns	Congressman O’Rourke, you’re a Texan who’s campaigned — you campaigned all over the state in 2018 in the most conservative parts there. What do you tell a gun owner who may agree with you on everything else, OK, but says, you know what, the Democrats, if I vote for them in there, they’re going to take my gun away, and even though I agree with you on all these other issues — how do you have that conversation?
217	O’ROURKE	Candidate	15.0	Guns	Here’s how we have that conversation in Texas. I shared with them what I learned from those students who survived the Santa Fe high school shooting, a young student named Bree. Her friend, Marcel, who survived another shooting, the mother of a victim who lost her life, Rhonda Hart, they talked about universal background checks, where you close every loophole. We know that they save lives. We talked about ending the sales of assault weapons into our communities. Those weapons of war were designed to kill people as effectively and as efficiently as possible. They should belong on the battlefield and not in our communities. Red flag laws, so if someone poses a danger to themselves or to someone else, they’re stopped before it’s too late. And what I found in each one of those 254 counties is that Democrats and independents and Republicans, gun-owners and non-gun-owners alike, agreed. But this effort must be led by the young people that you referenced at the beginning of this issue. Those students from Marjory Stoneman Douglas led the charge here in Florida, and they’ve been able to change those laws. They’re making our democracy work, ensuring that our values and our interests and our priorities are reflected in the laws that we pass.
218	TODD	Moderator	15.0	Guns	Thank you, Congressman O’Rourke. Hang on. Let me give 30 seconds, Senator Klobuchar, the iron range. I’m curious. Gun confiscation, right? If the government is buying back, how do you not have that conversation?
219	KLOBUCHAR	Candidate	15.0	Guns	Well, that’s not confiscation. You could give them the offer to buy back their gun. But I’ll say this. I look at these proposals and I say, does this hurt my Uncle Dick and his deer stand, coming from a proud hunting and fishing state? These proposals don’t do that. When I was a prosecutor, I supported the assault weapons ban. When I was in the Senate, I saw those moms from Sandy Hook come and try to advocate for change, and we all failed. And then now these Parkland kids from Florida, they started literally a national shift. You know why? It’s just like with gay marriage. When kids talked to their parents and their grandparents, they say I don’t understand why we can’t put these sensible things in place, they listen. And if we get bested by a bunch of 17-year-olds…
220	TODD	Moderator	15.0	Guns	All right, Senator, thank you.
221	KLOBUCHAR	Candidate	15.0	Guns	… it’s the best thing that ever happened. We need to get…
222	TODD	Moderator	15.0	Guns	Senator, thank you. Senator, thank you.
223	MADDOW	Moderator	15.0	Guns	Senator Booker, let me go to you on another matter actually.
224	TODD	Moderator	15.0	Guns	We’ve got to…
238	TODD	Moderator	17.0	Mitch McConnell	I’m going to get to — I’m going to get a couple of you in here. I’m going to get a couple of you in here. Thirty seconds, Congressman Delaney, you seem to believe you can do everything in a bipartisan manner. Mitch McConnell doesn’t operate that way. He operates differently. Why do you think he is going to conform to your style?
239	DELANEY	Candidate	17.0	Mitch McConnell	I think we need to get things done. That’s why I believe we need to operate in a bipartisan manner. Listen, I will sign into law bills that come to the White House that are passed on a party-line basis, absolutely. But all the big transformative things we’ve ever done in this country’s history have happened when huge majorities of the American people get behind them, which is why we need real solutions, not impossible promises. We need to put forth ideas that work, whether it’s on health care, creating universal health care so that every American gets health care, but not running on making private insurance illegal. The gun issue is related. The gun safety issue is related, because I can’t tell you how many times I’ve been with folks in Western Maryland, and they’ve said to me, you know, Democrats don’t do anything for us, Republicans don’t do anything for us. You fight all the time, so they vote on that single issue.
240	TODD	Moderator	17.0	Mitch McConnell	OK.
241	DELANEY	Candidate	17.0	Mitch McConnell	If we become the party of getting things done for the American people, with real solutions and not impossible promises, we’ll be able to get all these things done.
242	TODD	Moderator	17.0	Mitch McConnell	I promised…
243	TODD	Moderator	17.0	Mitch McConnell	Senator Booker, 30 seconds. You — how do you deal with Mitch? You’ve been in the Senate. You can’t get bills on the floor right now with Mitch McConnell. Presidents can’t do it. Is President Booker going to get his bills on the floor with Senator McConnell?
244	BOOKER	Candidate	17.0	Mitch McConnell	You know, when I got to the United States Senate, going back to what De Blasio said, as an African-American man in an African-American-dominated community, I knew one of the biggest issue was criminal justice reform, from police accountability to dealing with the fact that we have a nation that has more African-Americans under criminal supervision than all the slaves in 1850. And when I got to the Senate, people told me we could not get a comprehensive criminal justice reform bill done. As my colleagues in the Senate know, I fought on that bill from the day I got to the Senate, built coalitions across the aisle, and today we passed the First Step Act. It’s not as far as I want to go, but thousands of people will be liberated. I have gotten — I have taken on tough problems people said we cannot achieve, and I’ve been able to get things accomplished.
245	TODD	Moderator	17.0	Mitch McConnell	Thank you, Senator Booker. Rachel has got the next question.
252	MADDOW	Moderator	18.0	Climate Change	Governor Inslee, thank you.
253	TODD	Moderator	18.0	Climate Change	Congressman O’Rourke, you also put out a big climate change plan from your campaign. You want some big changes in a pretty short period of time, including switching to renewable energy, pushing to replace gas-powered cars in favor of electric ones. What’s your message to a voter who supports the overall goal of what you’re trying to do, but suddenly feels as if government’s telling them how to live and ordering them how to live? What is that balance like?
254	O’ROURKE	Candidate	18.0	Climate Change	I think you’ve got to bring everybody in to the decisions and the solutions to the challenges that we face. That’s why we’re traveling everywhere, listening to everyone. We were in Pacific Junction, a town that had never meaningly flooded before, just up against the Missouri River in Iowa. And every home in that community had flooded. There were farms just outside of Pacific Junction that were effectively lakes, those farmers already underwater in debt, their markets closed to them by a trade war under this administration, and now they don’t know what to do. We in our administration are going fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We’re going to mobilize $5 trillion in this economy over the next 10 years. We’re going to free ourselves from a dependence on fossil fuels, and we’re going to put farmers and ranchers in the driver’s seat, renewable and sustainable agriculture, to make sure that we capture more carbon out of the air and keep more of it in the soil, paying farmers for the environmental services that they want to provide. If all of us does all that we can, then we’re going to be able to keep this planet from warming another 2 degrees Celsius, and ensure that we match what this country can do and live up to our promise and our potential.
255	TODD	Moderator	18.0	Climate Change	Thirty seconds, Secretary Castro, does — who pays for the mitigation to — to climate, whether it’s building sea walls, for people that are perhaps living in places that they shouldn’t be living? Is this a federal government issue that needs to do that? Do they have to move these people? What do you do about that, where maybe they’re building a place someplace that isn’t safe? Who pays to build that house? And how much should the government be bailing them out?
256	CASTRO	Candidate	18.0	Climate Change	Well, I don’t think that that represents the vast majority of the issue. In fact, you know, my first visit after I announced my candidacy wasn’t to Iowa or New Hampshire. It was to San Juan, Puerto Rico. Because people should know that if I’m elected president, everybody will count. And, you know, I’m one of the few candidates in this race with executive experience, with a track record of getting things done. When I was mayor of San Antonio, we moved our local public utility, we began to shift it from coal-fired plants to solar and other renewables, and also created more than 800 jobs doing that. And when I was HUD secretary, we worked on the National Disaster Resilience Competition to invest in communities that were trying to rebuild from natural disasters in a sustainable way. That’s the way that we’re going to help make sure that we’re all safer in the years to come and that we combat climate change.
257	TODD	Moderator	18.0	Climate Change	Thank you.
258	CASTRO	Candidate	18.0	Climate Change	And if I’m elected president, the first thing that I would do, like Senator Klobuchar also has said, is sign an executive order recommitting us to the Paris Climate Accord so that we lead again…
259	TODD	Moderator	18.0	Climate Change	All right. Congressman Ryan, I got a full question for you here, which is simply this. There are — a lot of the climate plans include pricing carbon, taxing carbon in some way. This type of proposal has been tried in a few places, whether it’s Washington state where voters voted it down, you’ve had the Yellow Vest Movement, we had in Australia one party get rejected out of fear of the cost of climate change sort of being put on the backs of the consumer. If pricing carbon is just politically impossible, how do we pay for climate mitigation?
260	RYAN	Candidate	18.0	Climate Change	Well, there is a variety of different ways to pay. We talked about different ways of raising revenue. And I think we’ve got to build our way out of this and grow our way out of this. But let me just talk real quick to the previous question about real politics. We could talk about climate, we could talk about guns, we could talk about all of these issues that we all care about. We have a perception problem with the Democratic Party. We are not connecting to the working class people in the very states that I represent in Ohio, in the industrial Midwest. We’ve lost all connection. We have got to change the center of gravity of the Democratic Party from being coastal and elital — elitist and Ivy League, which is the perception, to somebody from the forgotten communities that have been left behind for the last 30 years, to get those workers back on our side so we can say we’re going to build electric vehicles, we’re going to build solar panels. But if you want to beat Mitch McConnell, this better be a working-class party. If you want to go into Kentucky and take his rear end out, and if you want to take Lindsey Graham out, you’ve got to have a blue collar party that can go into the textile communities in South Carolina. So all I’m saying here…
261	TODD	Moderator	18.0	Climate Change	Thank you, Congressman Ryan.
262	RYAN	Candidate	18.0	Climate Change	All I’m saying here…
263	TODD	Moderator	18.0	Climate Change	Thank you, Congressman Ryan.
264	CASTRO	Candidate	18.0	Climate Change	So, Chuck, Chuck…
265	RYAN	Candidate	18.0	Climate Change	All I’m saying is here, if we don’t address that fundamental problem with our connection to workers — white, black, brown, gay, straight — working-class people…
266	TODD	Moderator	18.0	Climate Change	Thank you, Congressman.
267	RYAN	Candidate	18.0	Climate Change	… none of this is going to get done, Chuck.
268	TODD	Moderator	18.0	Climate Change	Thank you very much.
269	(UNKNOWN)	Candidate	18.0	Climate Change	Chuck…
270	TODD	Moderator	18.0	Climate Change	I want to you — we’re going to keep moving. Congressman Delaney, I’m going to get to you…
271	DELANEY	Candidate	18.0	Climate Change	This is — I introduced the only bipartisan carbon tax bill…
272	TODD	Moderator	18.0	Climate Change	Thirty seconds — all right, 30 seconds, go.
273	DELANEY	Candidate	18.0	Climate Change	This is really important. All the economists agree that a carbon pricing mechanism works. You just have to do it right. You can’t put a price on carbon, raise energy prices, and not give the money back to the American people. My proposal, which is put a price on carbon, give a dividend back to the American people. It goes out one pocket, back in the other.
274	TODD	Moderator	18.0	Climate Change	Thank you, Congressman.
275	DELANEY	Candidate	18.0	Climate Change	I can get that passed my first year as president with a coalition of every Democrat in the Congress and the Republicans who live in coastal states.
276	TODD	Moderator	18.0	Climate Change	Thank you. Congressman, thank you.
277	DELANEY	Candidate	18.0	Climate Change	Because Republicans in Florida, they actually care about this issue.
278	TODD	Moderator	18.0	Climate Change	OK. Thank you very much.
279	DELANEY	Candidate	18.0	Climate Change	This has got to be our way forward if we’re actually serious about this issue.
319	TODD	Moderator	21.0	Biggest Geopolitical Threat	I want to go down the line here, finish up foreign policy. It’s a simple question. What is our — what is the biggest threat — what is — who is the geopolitical threat to the United States? Just give me a one-word answer, Congressman Delaney.
320	DELANEY	Candidate	21.0	Biggest Geopolitical Threat	Could you repeat the question?
321	TODD	Moderator	21.0	Biggest Geopolitical Threat	Greatest geopolitical threat to the United States right now. Congressman Delaney?
322	DELANEY	Candidate	21.0	Biggest Geopolitical Threat	Well, the biggest geopolitical challenge is China. But the biggest geopolitical threat remains nuclear weapons.
323	TODD	Moderator	21.0	Biggest Geopolitical Threat	OK.
324	DELANEY	Candidate	21.0	Biggest Geopolitical Threat	Right, so those are — you know, those are different questions.
325	TODD	Moderator	21.0	Biggest Geopolitical Threat	I got you. Totally get it. Go ahead. Governor Inslee?
326	INSLEE	Candidate	21.0	Biggest Geopolitical Threat	The biggest threat to the security of the United States is Donald Trump. And there’s no question about it.
327	TODD	Moderator	21.0	Biggest Geopolitical Threat	Congresswoman Gabbard?
328	GABBARD	Candidate	21.0	Biggest Geopolitical Threat	The greatest…
329	TODD	Moderator	21.0	Biggest Geopolitical Threat	Greatest geopolitical threat.
330	GABBARD	Candidate	21.0	Biggest Geopolitical Threat	The greatest threat that we face is the fact that we’re in a greater risk of nuclear war today than ever before in history.
331	TODD	Moderator	21.0	Biggest Geopolitical Threat	Senator Klobuchar?
332	KLOBUCHAR	Candidate	21.0	Biggest Geopolitical Threat	Two threats, economic threat, China, but our major threat right now is what’s going in the Mideast with Iran, if we don’t get…
333	TODD	Moderator	21.0	Biggest Geopolitical Threat	OK, try to keep it at one — slimmer than what we’ve been going here. One or two words.
334	O’ROURKE	Candidate	21.0	Biggest Geopolitical Threat	Our existential threat is climate change. We have to confront it before it’s too late.
335	TODD	Moderator	21.0	Biggest Geopolitical Threat	Senator Warren?
336	INSLEE	Candidate	21.0	Biggest Geopolitical Threat	Climate change.
337	TODD	Moderator	21.0	Biggest Geopolitical Threat	Yeah. Senator Booker?
338	BOOKER	Candidate	21.0	Biggest Geopolitical Threat	Nuclear proliferation and climate change.
339	TODD	Moderator	21.0	Biggest Geopolitical Threat	Secretary Castro?
340	CASTRO	Candidate	21.0	Biggest Geopolitical Threat	China and climate change.
341	TODD	Moderator	21.0	Biggest Geopolitical Threat	Congressman Ryan?
342	RYAN	Candidate	21.0	Biggest Geopolitical Threat	China, without a question. They’re wiping us around the world economically.
343	TODD	Moderator	21.0	Biggest Geopolitical Threat	And Mr. Mayor?
344	De Blasio	Candidate	21.0	Biggest Geopolitical Threat	BLASIO: Russia, because they’re trying to undermine our democracy and they’ve been doing a pretty damn good job of it, and we need to stop them.
345	TODD	Moderator	21.0	Biggest Geopolitical Threat	All right. Well, thank you for that wide variety of answers, and I mean that. No, I mean that in — that’s what this debate is about. This is the best part of a debate like this. Congressman O’Rourke, Special Counsel Robert Mueller’s report outlines multiple instances of potential criminal behavior by President Trump. House Speaker Pelosi has publicly and privately resisted any move toward impeachment in the House. If the House chooses not to impeach, as president, would you do anything to address the potential crimes that were outlined in Mr. Mueller’s report?
349	TODD	Moderator	22.0	Impeachment	Thank you, Congressman O’Rourke.
350	MADDOW	Moderator	22.0	Impeachment	Congressman Delaney, because of the accountability issues that Congressman O’Rourke was just describing there and the real political landscape in which Nancy Pelosi is saying that impeachment will not be pursued in the House, it raises the prospect — and the Mueller Report raises the prospect that President Trump could be prosecuted for some of those potential crimes down the line. No U.S. president has ever been prosecuted for crimes after leaving office. Do you believe that President Trump could or should be the first?
351	DELANEY	Candidate	22.0	Impeachment	I guess there’s always a first.
352	MADDOW	Moderator	22.0	Impeachment	Should he be?
353	DELANEY	Candidate	22.0	Impeachment	I don’t think anyone is above the law. I don’t think anyone is above the law, including a president. I support Speaker Pelosi’s decisions that she is making in the House of Representatives right now as speaker. I think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined.
354	MADDOW	Moderator	22.0	Impeachment	Conceded. On the issue of prosecution…
355	DELANEY	Candidate	22.0	Impeachment	So — but I do think — I do think the — no one is above the law, and this president, who is lawless, should not be above the law. But I will tell you, Rachel, the one thing when you’re out doing as much campaigning as I’ve done, 400 events, all 99 counties in Iowa, this is not the number-one issue the American people ask us about. It’s not. They want to know what we’re going to do for health care, how we’re going to lower pharmaceutical prices, how we’re going to build infrastructure, what we’re going to do to create jobs in their communities. You know, last year in our country, 80 percent of the money for start-up businesses went to 50 counties in this country. There’s over 3,000 counties in this country. That’s what they care about. They care about what’s going on in the public schools. They care about what’s going on with jobs in their communities, with their pay, with their health care, with infrastructure. These are the issues, these kind of kitchen-table, pocket-book issues…
356	MADDOW	Moderator	22.0	Impeachment	Understood.
357	DELANEY	Candidate	22.0	Impeachment	… are actually what most Americans care about. They never ask about the Mueller Report.
358	MADDOW	Moderator	22.0	Impeachment	Congressman, thank you. Your time is up.
359	DELANEY	Candidate	22.0	Impeachment	They never ask about it. They want to know how we’re going to solve these problems.
360	MADDOW	Moderator	22.0	Impeachment	Your time’s…
361	TODD	Moderator	22.0	Impeachment	Here’s the thing. I still — Senator…
362	KLOBUCHAR	Candidate	22.0	Impeachment	… but if we let the Republicans run our elections and if do not do something about Russian interference in the election and we let Mitch McConnell stop all the backup paper ballots, then we’re not going to get what we want to do.
363	TODD	Moderator	22.0	Impeachment	I’ve got to sneak in — we blew through a break, which was good news, to give you more time, so I got to sneak one in now. More of this debate. It’s picking up here. It continues right after this.
456	DIAZ-BALART	Moderator	4.0	Buttigieg on why he doesn’t support free college	BALART: Before we do I want to say hello and good evening, Buenos noches to Mayor Buttigieg.
458	DIAZ-BALART	Moderator	4.0	Buttigieg on why he doesn’t support free college	BALART: (UNTRANSLATED) Many of your colleagues on stage support free college. You do not. Why not?
511	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Senator, your time is up. I want to put that same question to Mayor Buttigieg.
512	BUTTIGIEG	Candidate	7.0	Candidates weigh in on healthcare	Yeah, we’ve taught look, everybody who says Medicare for All, every person in politics who allows that phrase to escape their lips has a responsibility to explain how you’re actually supposed to get from here to there. Now here’s how I would do it. It’s very similar. I would call it Medicare for All Who Want It. you take something like Medicare, a flavor of that, and you make it available on the exchanges it. People can buy in. and then if people like us are right that that will be not only a more inclusive plan, but a more efficient plan than any of the corporate answers out there, then it will be a very natural glide path to the single payer environment. But, let’s remember even in countries that have outright socialized medicine, like England, even there there’s still a private sector, that’s fine. It’s just that for our primary care we can’t be relying on the tender verses of the corporate system. This one is very personal for me. I started out this year dealing with a terminal illness of my father. I make decisions for a living and nothing could have prepared me for the kind of decisions our family faced. But, the thing we had going for us was that we never had to make those decisions based on whether it was gonna bankrupt our family because of Medicare. And I want every–
513	HOLT	Moderator	7.0	Candidates weigh in on healthcare	–Time.
514	BUTTIGIEG	Candidate	7.0	Candidates weigh in on healthcare	And I want every family to have that same freedom to do what is medically right, not (INAUDIBLE).
515	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Your time is complete. Vice President Biden, I want to put the question to you. You were an ar–one of the architects of Obama Care. So, where do we go from here?
516	BIDEN	Candidate	7.0	Candidates weigh in on healthcare	Look, this is a very personal to me. When my wife and daughter were killed in an automobile accident my two boys were really very badly injured. I couldn’t imagine what it’d be like had I not had adequate healthcare available immediately. And then when my son came home from Iraq after a year he was diagnosed with terminal cancer and he was given months to live. I can’t fathom what would have happened if, in fact, they said by the way the last six months of your life you’re on your own. We’re cutting off. You’ve used up your time. The fact of the matter is that the quickest, fastest way to do it is build on Obama Care, to build on what we did. And secondly, secondly, to make sure that everyone does have an option. Everyone, whether they have private insurance, employer insurance or no insurance, they, in fact, can buy into the exchange to a Medicare like plan. And the way you do that, you can do it quicker look, urgency matters. There’s people right now facing what I’ve faced and what we’ve faced without any of the help I had. We must move now. I’m against any democrat who opposes–in fact–
517	HOLT	Moderator	7.0	Candidates weigh in on healthcare	–Vice President Biden, your time is–
518	BIDEN	Candidate	7.0	Candidates weigh in on healthcare	–Takes down Obama Care and any republican who wants to get rid of it.
519	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Let me–let me turn to Senator Sanders. Senator Sanders, you have basically–you basically want to scrap the private health insurance system as we know it and replace it with a government run plan. None of the states that have tried something like that, California, Vermont, New York has struggled with it, have been successful. If politicians can’t make it work in those states how would you implement it on a national level. How does this work?
520	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	Lester, I find it hard to believe that every other major country on earth, including my neighbor 50 miles north of me, Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases they’re spending 50 percent per capita of what we are spending. Let’s be clear, let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. And, last year, if you could believe it, while we paid the highest prices in the world for prescription drugs and I will lower prescription drug prices in half in this country, top ten companies made $69 billion in profit. They will spend 100’s of millions of dollars lying to the American people telling us why we cannot have a–
521	HOLT	Moderator	7.0	Candidates weigh in on healthcare	–Senator–
522	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	–Medicare for All.
523	HOLT	Moderator	7.0	Candidates weigh in on healthcare	I just have to follow up there, how do you implement it on a national level.
524	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	I’m sorry?
525	HOLT	Moderator	7.0	Candidates weigh in on healthcare	How do you implement it on a national level given the fact that it’s not succeeded in other states that have tried?
526	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	I will tell you how we’ll do it. We’ll do it the way real change has always taken place, whether it was the labor movement, the civil rights movement or the women’s movement.
527	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	We will have Medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of.
528	HOLT	Moderator	7.0	Candidates weigh in on healthcare	All right. Ms. Williamson–Ms. Williamson this is a question for you.
529	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Excuse me, excuse me. I am addressing the question to Ms. Williamson. We have been talking a lot about access to health insurance but for many Americans their most pressing concern is the high cost of healthcare. How would you lower the cost of prescription drugs?
530	WILLIAMSON	Candidate	7.0	Candidates weigh in on healthcare	Well, first of all the government should never have made the deal with the big farm at that they couldn’t negotiate; that was just part of the regular corruption by which multinational corporations have their way with us. You know I wanted to say that while I agree with–I–I’m with Senator Bennet and others but I agree with almost everything here I will tell you one thing it’s really nice if we got all these plans but if you think we are going to beat Donald Trump by just having all of these plans you’ve got another thing coming because he didn’t when by saying he had a plan. He won by simply saying make America great again. We’ve got to get deeper than just the superficial fixes as important as they are. Even if we are just talking about the superficial fixes ladies and gentlemen we don’t have a health care system in the United States, we have a sickness care system in the United States. We just wait until somebody gets sick and then we talk about who’s going to pay for the treatment and how they are going to be treated. What we need to talk about is why so many Americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the big Pharma, not just health insurance companies, it has to do with chemical policies, it has to do with environmental policies–
531	HOLT	Moderator	7.0	Candidates weigh in on healthcare	All right, Ms. Williamson your time–
532	WILLIAMSON	Candidate	7.0	Candidates weigh in on healthcare	–it has to do with food policies– It has to do with drug policies.
533	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Thank you.
534	WILLIAMSON	Candidate	7.0	Candidates weigh in on healthcare	It even has to do with environmental policies.
535	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Thank you. Senator–Senator Bennet, a question for you do you want to keep a system that we have in place with Obamacare and build on it? You mentioned that a moment ago. Is that enough to get us to universal coverage?
536	BENNET	Candidate	7.0	Candidates weigh in on healthcare	I believe that will get us the quickest way there and I bought the vice president was very moving about this and Mayor Pete as well. I had prostate cancer recently as you may know and that is why I was a little late getting in the race these same week my kid had her appendectomy out and I feel very strongly that families ought to be able to have this choice. I think that is what the American people want. I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can’t–they are too wealthy. Wealthy? They make too much money to be on Medicaid, they can’t afford health insurance. When Senator Sanders says that Canada is single payer, there are 35 million people in Canada. There are 330 million people in the United States easily the number of people on a public option. It could easily be 35 million and for them it would be Medicare for all as mayor Buttigieg says but for others that want to keep it they should be able to keep it. And I think that will be the fastest way to get where we need to go. Also I will say Bernie is a very honest person. He has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic, except insurance for I guess that’s where plastic surgery. Everything else is banned under the Medicare for all proposal–
537	HOLT	Moderator	7.0	Candidates weigh in on healthcare	I–I let–I let you go a little long there but I want–but obviously Senator Sanders you have got a response.
538	HARRIS	Candidate	7.0	Candidates weigh in on healthcare	I would like to add a point here.
539	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Senator Sanders (INAUDIBLE).
540	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	Just very briefly you know Mike, Medicare is the most popular–
541	BENNET	Candidate	7.0	Candidates weigh in on healthcare	I agree.
542	SANDERS	Candidate	7.0	Candidates weigh in on healthcare	— Health insurance program in the country. People don’t like their private insurance companies, they like their doctors and hospitals. Under our plan people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies.
543	HARRIS	Candidate	7.0	Candidates weigh in on healthcare	On this issue–on this issue we have to think about how this affects real people–
544	(UNKNOWN)	Candidate	7.0	Candidates weigh in on healthcare	(INAUDIBLE) lifetime, (INAUDIBLE) for all and today–
545	HARRIS	Candidate	7.0	Candidates weigh in on healthcare	The reality of how this affects real people is captured in a story that many of us heard and I will para–paraphrase there is in the unite–America a parent who is seeing that their child has a temperature that is out of control, calls 911 what should I do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out 5000 deductible–$5000 deductible when they walk through those doors.
546	HOLT	Moderator	7.0	Candidates weigh in on healthcare	Senator, Senator–
547	HARRIS	Candidate	7.0	Candidates weigh in on healthcare	That is what insurance companies are doing in America today.
548	GUTHRIE	Moderator	7.0	Candidates weigh in on healthcare	We’re going to continue this discussion–
549	SWALWELL	Candidate	7.0	Candidates weigh in on healthcare	–I’m one of those parents–
550	GUTHRIE	Moderator	7.0	Candidates weigh in on healthcare	I wanted to put it in–
551	GUTHRIE	Moderator	7.0	Candidates weigh in on healthcare	Candidates, please.
552	SWALWELL	Candidate	7.0	Candidates weigh in on healthcare	I’m one of those parents. I was just in the emergency room with my eight month old–
553	GUTHRIE	Moderator	7.0	Candidates weigh in on healthcare	–Candidates, please–
